oga_id,catalogue_number,supplier,rrid,gene_name,availability_checked,evidence_quote,evidence_type,checked_how,checked_on,previous_verdict
1874,AF4569,Bio-Techne (R&D Systems),AB_2084642,CSNK1A1,available,[11-12 Aug] AF4569 In Stock - Arrives in 7 - 9 Business Days 100 ug / £406.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1883,NB100-2918,Bio-Techne (Novus Biologicals),AB_789824,ACSL5,available,[11-12 Aug] NB100-2918 Arrives in 12 - 14 Business Days 0.1 mg / £357.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1884,105008,Synaptic Systems,AB_2832236,SYT1,not_rechecked,[11-12 Aug] Cat. No.: 105 008 ... Amount: 50 µg ... Price: 370.00 € ... Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
1885,105011,Synaptic Systems,AB_887832,SYT1,not_rechecked,[11-12 Aug] Cat. No.: 105 011 ... Amount: 100 µg ... Price: 405.00 € ... Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
1891,ab32577,abcam,AB_725987,CAV1,available,[11-12 Aug] Price: Starts from $160,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1892,ab192869,abcam,AB_3068592,CAV1,available,[11-12 Aug] Price: Starts from $160,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1893,ab227636,abcam,AB_3068593,CAV1,available,[11-12 Aug] Price: Starts from $160,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1899,68043-1-Ig,Proteintech,AB_2918785,SYT1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1910,15100-1-AP,Proteintech,AB_2202885,TGM2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1912,19851-1-AP,Proteintech,AB_10665370,STING1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1914,28678-1-AP,Proteintech,AB_2923581,SCD1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1915,55192-1-AP,Proteintech,AB_11183034,CSNK1A1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1919,68006-1-Ig,Proteintech,AB_2918753,TGM2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1922,68434-1-Ig,Proteintech,AB_3073926,CSNK1A1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1925,ARP76053_P050,Aviva Systems Biology,AB_3073938,CSNK1A1,discontinued,"Aviva: product page reads ""Availability: Discontinued""",on_page_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
1926,ARP47471_P050,Aviva Systems Biology,AB_1107120,TGM2,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery | International: 1-2 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1941,NBP3-22219,Bio-Techne (Novus Biologicals),AB_3075892,CSNK1A1,available,[11-12 Aug] NBP3-22219-50ul Arrives in 16 - 18 Business Days 50 ul / £254.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1948,NB110-81538,Bio-Techne (Novus Biologicals),AB_1147000,INPP5D,available,[11-12 Aug] NB110-81538 Arrives in 14 - 16 Business Days 0.1 mg / £306.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1951,NBP3-21882,Bio-Techne (Novus Biologicals),AB_3076156,NTN1,available,[11-12 Aug] NBP3-21882-50ul Arrives in 16 - 18 Business Days 50 ul / £238.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1953,192037,Addgene,AB_3076165,FIG4,not_rechecked,[11-12 Aug] Recombinant Antibody 192037-rAb 100 µg of purified recombinant antibody $262 / Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
1957,ABCD_AI748,ABCD Antibodies,AB_3076341,TGM2,not_rechecked,[11-12 Aug] anti-TGM2 antibody [ABCD_AI748] £186.09 GBP - QUOTE OR DIRECT PAYMENT / READY TO SHIP,,not re-checked on 30 Aug,2026-08-12,available
1958,ABCD_AI867,ABCD Antibodies,AB_3076342,CTSB,not_rechecked,[11-12 Aug] Interested in this antibody? Contact the Geneva Antibody Facility to assess production feasibility,,not re-checked on 30 Aug,2026-08-12,unclear
1961,ABCD_AX224,ABCD Antibodies,AB_3076345,EPHX2,not_rechecked,[11-12 Aug] Anti-EPHX2 Antibody [ABCD_AX224] £186.09 GBP - QUOTE OR DIRECT PAYMENT / Rabbit IgG READY TO SHIP,,not re-checked on 30 Aug,2026-08-12,available
1962,ABCD_AX017,ABCD Antibodies,AB_3076346,FLT1,not_rechecked,[11-12 Aug] Interested in this antibody? Contact the Geneva Antibody Facility to assess production feasibility,,not re-checked on 30 Aug,2026-08-12,unclear
1963,ABCD_AX014,ABCD Antibodies,AB_3076347,FLT1,not_rechecked,[11-12 Aug] Interested in this antibody? Contact the Geneva Antibody Facility to assess production feasibility,,not re-checked on 30 Aug,2026-08-12,unclear
1966,MA5-32819,Thermo Fisher Scientific,AB_2810095,TGM2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1967,MA5-38189,Thermo Fisher Scientific,AB_2898106,CSNK1A1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1968,MA5-27542,Thermo Fisher Scientific,AB_2723611,SCD1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1969,PA5-95762,Thermo Fisher Scientific,AB_2807564,SCD1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1977,MA5-32768,Thermo Fisher Scientific,AB_2810045,STING1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1978,MA5-26030,Thermo Fisher Scientific,AB_2725437,STING1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1979,MA5-32049,Thermo Fisher Scientific,AB_2809343,INPP5D,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1981,ab310333,abcam,AB_3076417,TGM2,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1982,ab19862,abcam,AB_445179,SCD1,available,[11-12 Aug] Price: Starts from $430,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1983,ab2386,abcam,AB_2287299,TGM2,available,[11-12 Aug] Price: Starts from $350,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1984,ab109200,abcam,AB_10860177,TGM2,available,[11-12 Aug] Price: Starts from $250,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1985,ab239074,abcam,AB_3068528,STING1,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1986,ab206652,abcam,AB_2925161,CSNK1A1,available,[11-12 Aug] Price: Starts from $245,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1987,ab236868,abcam,AB_2928123,SCD1,available,[11-12 Aug] Price: Starts from $195,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1988,ab181125,abcam,AB_2916053,STING1,available,[11-12 Aug] Price: Starts from $175,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1991,9625,Cell Signaling Technology,AB_10971791,RAB6A,available,[11-12 Aug] To Purchase # 9625; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1992,13647,Cell Signaling Technology,AB_2732796,STING1,available,[11-12 Aug] To Purchase # 13647; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1993,50494,Cell Signaling Technology,AB_2799375,STING1,available,[11-12 Aug] To Purchase # 50494; £343; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1994,3557,Cell Signaling Technology,AB_2202883,TGM2,available,[11-12 Aug] To Purchase # 3557; £365; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1995,69295,Cell Signaling Technology,AB_2799759,RAB27A,available,[11-12 Aug] To Purchase # 69295; £361; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1996,ab227705,abcam,AB_3076486,STING1,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2003,ab108296,abcam,AB_10864123,CSNK1A1,available,[11-12 Aug] Price: Starts from $235,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2005,ab227704,abcam,AB_3083474,STING1,available,[11-12 Aug] Price: Starts from $205,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2006,ab109121,abcam,AB_10861115,TGM2,discontinued,[11-12 Aug] Anti-Transglutaminase 2 antibody [EPR2956] (AB109121) is unavailable.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2008,702993,Thermo Fisher Scientific,AB_2762404,STING1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2011,A0595,ABclonal,AB_2757286,DYRK1A,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2012,A10389,ABclonal,AB_2757937,RAB27B,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2013,A10571,ABclonal,AB_2758113,RAB13,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2016,A12308,ABclonal,AB_2861652,RAB7A,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2021,A19006,ABclonal,AB_2862498,CAV1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2022,A19057,ABclonal,AB_2862550,GBA1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2025,A20882,ABclonal,AB_3083452,RAB5C,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2026,A20976,ABclonal,AB_3083451,RAB8A,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2027,A21051,ABclonal,AB_3083450,STING1,available,[11-12 Aug] 100 μL/￡260 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2029,A21184,ABclonal,AB_3083448,TGM2,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2032,A23039,ABclonal,AB_3083445,CTSB,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2034,A23993,ABclonal,AB_3083442,RAB27A,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2040,A4546,ABclonal,AB_2765746,ADNP,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2041,A5420,ABclonal,AB_2766228,STXBP1,discontinued,[11-12 Aug] The product STXBP1 Rabbit pAb is no longer available.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2049,A9308,ABclonal,AB_2863708,CSNK1A1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2050,IPIab00000283,Institute for Protein Innovation (IPI),,NTN1,not_rechecked,[11-12 Aug] Addgene: Antibody - Anti-Netrin 1 [IPI-NTN1.33] - Ordering Recombinant Antibody 241893-rAb 100 µg / Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
2052,IPIab00000285,Institute for Protein Innovation (IPI),AB_3699143,NTN1,not_rechecked,[11-12 Aug] No product record found for clone IPI-Netrin.45; Addgene lists only IPI-NTN1.33/.43/.65,,not re-checked on 30 Aug,2026-08-12,unclear
2055,IPIab00000288,Institute for Protein Innovation (IPI),,NTN1,not_rechecked,[11-12 Aug] Addgene: Antibody - Anti-Netrin 1 [IPI-NTN1.65] - Ordering Recombinant Antibody 241895-rAb 100 µg / Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
2059,GTX635981,GeneTex,AB_2909932,RAB6A,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2060,GTX110646,GeneTex,AB_1951582,RAB6A,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2063,H00005870-M01,Abnova,AB_463878,RAB6A,not_rechecked,"[11-12 Aug] 100 ug USD $ 352.00 order now, ship next day / Add to Cart",,not re-checked on 30 Aug,2026-08-12,available
2064,8127,Cell Signaling Technology,AB_10828219,RAB10,available,[11-12 Aug] To Purchase # 8127; £393; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2066,NBP2-32386,Bio-Techne (Novus Biologicals),AB_3086617,RAB6A,available,[11-12 Aug] NBP2-32386 Arrives in 16 - 18 Business Days 0.1 ml / £462.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2067,NBP2-88116,Bio-Techne (Novus Biologicals),AB_3086618,RAB6A,available,[11-12 Aug] NBP2-88116 Arrives in 15 - 17 Business Days 100 ul / £325.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2071,A22746,ABclonal,AB_3086620,RAB10,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2072,ab188507,abcam,AB_3086621,ACSL5,discontinued,[11-12 Aug] Anti-ACSL5 antibody - C-terminal (AB188507) is unavailable. / This product is discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2073,10187-2-AP,Proteintech,AB_2175463,RAB6A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2080,66191-1-Ig,Proteintech,AB_2881586,VAPB,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2082,NBP3-13701,Bio-Techne (Novus Biologicals),AB_3086655,RAB6A,available,[11-12 Aug] NBP3-13701 Arrives in 14 - 16 Business Days 100 ul / £440.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2083,NBP1-33110,Bio-Techne (Novus Biologicals),AB_2175468,RAB6A,available,[11-12 Aug] NBP1-33110 Arrives in 14 - 16 Business Days 0.1 ml / £373.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2084,MA5-15670,Thermo Fisher Scientific,AB_10981668,RAB10,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2085,ab315013,abcam,AB_3086770,VAPB,available,[11-12 Aug] AB315013 - Price: Starts from $225,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2096,2020A4849(H GCase),abcam,,GBA1,available,[11-12 Aug] Showing 1-10 of 87657 products (site search returns entire catalogue; no matching product),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,unclear
2097,MA5-12739,Thermo Fisher Scientific,AB_10985077,TGM2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2121,ab263899,abcam,AB_2889890,NLRP3,available,[11-12 Aug] ab263899 - Price: Starts from $395,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2123,83407,Cell Signaling Technology,AB_3095740,SETX,available,[11-12 Aug] To Purchase # 83407; £415; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2137,GTX639954,GeneTex,AB_3096028,NLRP3,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2138,15101,Cell Signaling Technology,AB_2722591,NLRP3,available,[11-12 Aug] To Purchase # 15101; £347; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2147,A23229,ABclonal,AB_3096861,GALC,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2150,P1AM1914-001-28 (hGCase),abcam,,GBA1,available,[11-12 Aug] Showing 1-10 of 87657 products (site search returns entire catalogue; no matching product),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,unclear
2153,A9185,ABclonal,AB_2863681,SCARB2,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2157,A24737,ABclonal,AB_3096919,TRIM21,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2159,NBP1-84720,Bio-Techne (Novus Biologicals),AB_11045393,RAB14,available,[11-12 Aug] NBP1-84720 Arrives in 16 - 18 Business Days 0.1 ml / £400.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2180,ab124920,abcam,AB_10976239,STXBP1,available,[11-12 Aug] AB124920 - Price: Starts from $355,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2181,ab300114,abcam,AB_3097704,ADNP,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
2182,ab259869,abcam,AB_3097705,DYRK1A,available,[11-12 Aug] AB259869 - Price: Starts from $405,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2185,NBP2-45889,Bio-Techne (Novus Biologicals),AB_3097708,SMPD1,available,[11-12 Aug] NBP2-45889 0.1 ml £438.00 9-11 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2189,ab315893,abcam,AB_3097795,STXBP1,available,[11-12 Aug] AB315893 - Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2195,10801-1-AP,Proteintech,AB_2172462,PSAP,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2197,12108-1-AP,Proteintech,AB_2209469,TRIM21,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2200,14609-1-AP,Proteintech,AB_2878068,SMPD1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2203,15662-1-AP,Proteintech,AB_2173630,RAB14,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2211,27102-1-AP,Proteintech,AB_2880756,SCARB2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2216,66058-1-Ig,Proteintech,AB_11042596,RAB27A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2222,67136-1-Ig,Proteintech,AB_2882435,TRIM21,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2225,67953-1-Ig,Proteintech,AB_2918705,RAB14,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2232,NBP3-22186,Bio-Techne (Novus Biologicals),AB_3097844,SCARB2,available,[11-12 Aug] NBP3-22186-50ul 50 ul £245.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2234,ab179439,abcam,AB_3099469,HNRNPH2,available,[11-12 Aug] AB179439 - Price: Starts from $370,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2236,G4171,MilliporeSigma,AB_1078958,GBA1,not_rechecked,[11-12 Aug] G4171-25UL Available to ship TODAY from Sigma-Aldrich Gillingham £155.00,,not re-checked on 30 Aug,2026-08-12,available
2238,ab176317,abcam,AB_2620169,SCARB2,available,[11-12 Aug] AB176317 - Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2240,ab207728,abcam,AB_2927717,TRIM21,available,[11-12 Aug] AB207728 - Price: Starts from $230,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2243,ab109023,abcam,AB_10861492,STXBP1,available,[11-12 Aug] Price: Starts from $4865,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2247,ab313575,abcam,AB_3101812,RAB27A,available,[11-12 Aug] AB313575 - Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2253,92043,Cell Signaling Technology,AB_2800177,TRIM21,available,[11-12 Aug] To Purchase # 92043; £334; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2254,74400,Cell Signaling Technology,AB_3101814,TRIM21,available,[11-12 Aug] To Purchase # 74400; £415; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2257,702770,Thermo Fisher Scientific,AB_2723321,SCARB2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2258,703037,Thermo Fisher Scientific,AB_2734813,SCARB2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2259,711805,Thermo Fisher Scientific,AB_2723322,SCARB2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2260,712072,Thermo Fisher Scientific,AB_2724602,SCARB2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2269,MA5-38610,Thermo Fisher Scientific,AB_2898522,PSAP,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2271,MA5-26615,Thermo Fisher Scientific,AB_2723927,SMPD1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2285,MA5-37735,Thermo Fisher Scientific,AB_2897659,RAB14,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2316,ab277244,abcam,AB_3101951,SMPD1,available,[11-12 Aug] AB277244 - Price: Starts from $790,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2317,ab196651,abcam,AB_3101952,SCARB2,available,[11-12 Aug] Price: Starts from $275,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2325,ab300439,abcam,AB_3105947,SETX,available,[11-12 Aug] Price: Starts from $655,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2326,ab272729,abcam,AB_3105948,SMPD1,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2327,MA5-38200,Thermo Fisher Scientific,AB_2898117,MDH1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2328,5321,Cell Signaling Technology,AB_10694490,IFIH1,available,[11-12 Aug] To Purchase # 5321; £358; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2331,ZRB1818,MilliporeSigma,AB_3698369,RAB8A,not_rechecked,[11-12 Aug] ZRB1818-25UL Available to ship TODAY from Schnelldorf Distribution £173.00,,not re-checked on 30 Aug,2026-08-12,available
2333,A23068,ABclonal,AB_3713256,ME1,available,[11-12 Aug] 100 μL/￡295 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2336,H00004199-M03,Abnova,AB_2143826,ME1,not_rechecked,"[11-12 Aug] 100 ug USD $ 352.00 order now, ship next day / Add to Cart",,not re-checked on 30 Aug,2026-08-12,available
2337,H00004199-M01,Abnova,AB_540381,ME1,not_rechecked,"[11-12 Aug] 100 ug USD $ 352.00 order now, ship in 3 months / Add to Cart",,not re-checked on 30 Aug,2026-08-12,available
2339,ab123451,abcam,AB_10971369,PC,available,[11-12 Aug] Price: Starts from $510,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2340,49381,Cell Signaling Technology,AB_3698325,PC,available,[11-12 Aug] To Purchase # 49381; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2341,ab110314,abcam,AB_10861166,PC,available,[11-12 Aug] Price: Starts from $415,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2343,NBP3-32722,Bio-Techne (Novus Biologicals),AB_3698355,PC,available,[11-12 Aug] NBP3-32722 100 ul £354.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2344,NBP3-32723,Bio-Techne (Novus Biologicals),AB_3698356,PC,available,[11-12 Aug] NBP3-32723 100 ul £354.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2357,ab11251,abcam,AB_297874,PARK7,available,[11-12 Aug] Price: Starts from $550,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2358,A0987,ABclonal,AB_2757506,PARK7,discontinued,[11-12 Aug] The product [KO Validated] DJ-1/PARK7 Rabbit pAb is no longer available.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2359,ARP51267_P050,Aviva Systems Biology,AB_2047400,PARK7,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery | International: 1-2 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2360,ab76008,abcam,AB_1310549,PARK7,available,[11-12 Aug] Price: Starts from $210,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2362,MA5-32779,Thermo Fisher Scientific,AB_2810056,LGALS1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2370,ZRB1280,MilliporeSigma,AB_3718028,ARID1A,not_rechecked,[11-12 Aug] ZRB1280-25UL £173.00 Available to ship TODAY / Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
2371,ab305172,abcam,AB_3718029,ARID1A,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2381,ab309571,abcam,AB_3105951,TMEM175,available,[11-12 Aug] Price: Starts from $805,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2382,ab309572,abcam,AB_3105952,TMEM175,available,[11-12 Aug] Price: Starts from $805,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2383,ab309229,abcam,AB_3105953,GBA1,available,[11-12 Aug] Price: Starts from $805,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
